id,pessoa_profile_id,lider_profile_id,data_inicial,data_final,fim_aquisitivo,inicio_periodo_gozo,fim_periodo_gozo,status_periodo,classificacao,saldo_dias,dias_usufruidos,total_dias_solicitados,total_dias_vendidos,tipo_contrato,observacoes,created_at,updated_at
89713113-916d-48f5-8127-a06878fa82bf,,,2024-10-04,,,2025-10-04,2026-10-03,ativo,Ativo,30,0,0,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
132eddb3-6e30-42a8-acf0-90b2c3d59039,,,2024-10-09,,2024-12-31,2025-10-09,2026-10-08,Não Ativo,Não Ativo,0,6,6,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
71804592-529a-4dba-8705-f6f8515b319b,,,2024-10-14,,2025-10-13,2025-10-14,2026-10-13,ativo,Ativo,30,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
f4a67a8e-0f2f-4c8f-94c0-9c59ca7e9b31,,,2024-11-10,,2025-11-09,2025-11-10,2026-11-09,ativo,Ativo,30,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
007db41c-2b54-4e9f-bd72-38b99d18dfe8,,,2024-11-24,,2025-11-23,2025-11-24,2026-11-23,ativo,Ativo,30,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
075d4716-4381-4c35-8df2-a6625193274e,,,2024-11-24,,2025-11-23,2025-11-24,2026-11-23,ativo,Ativo,18,12,12,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
5f0eca3f-1189-44a0-be15-d2d74b47abe8,,,2024-11-24,,2025-11-23,2025-11-24,2026-11-23,ativo,Ativo,30,0,0,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
f6f58acc-9923-4e0e-a58d-5dc4689f6030,,,2024-12-04,,2025-12-03,2025-12-04,2026-12-03,ativo,Ativo,10,0,20,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
f1fa4b88-6802-4423-a07e-c8b83b7d7556,,,2024-12-07,,2025-12-06,2025-12-07,2026-12-06,ativo,Ativo,18,0,12,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
10191292-2893-40f9-9c09-24fcf50cb40c,,,2024-12-22,,2025-12-21,2025-12-22,2026-12-21,ativo,Ativo,15,15,15,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
42e407a3-4179-4a71-886d-596861d14228,,,2024-12-22,,2025-12-21,2025-12-22,2026-12-21,ativo,Ativo,0,0,30,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
32e0d3cf-af0a-4c80-b6b4-6cbb48d2a992,,,2024-12-22,,2025-12-21,2025-12-22,2026-12-21,ativo,Ativo,15,15,15,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
471f7fad-02ab-4543-95e9-098dfc1f51ec,,,2024-12-22,,2025-12-21,2025-12-22,2026-12-21,ativo,Ativo,30,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
1f88178e-9f1b-4727-968d-e89b089247c0,,,2024-12-22,,2025-12-21,2025-12-22,2026-12-21,ativo,Ativo,21,9,9,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
7f03dca0-bc9a-4b18-927a-b5c155c8d704,,,2024-12-22,,2025-12-21,2025-12-22,2026-12-21,ativo,Ativo,30,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
ba452087-8c7e-43c0-a487-578f3c9b8c01,,,2024-12-22,,2025-12-21,2025-12-22,2026-12-21,ativo,Ativo,30,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
68302777-c553-44c8-8d74-2ac4de1223ba,,,2024-12-22,,2025-12-21,2025-12-22,2026-12-21,ativo,Ativo,30,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
a40e40ed-7fb7-4591-b19d-4cacd6dfab0e,,,2024-12-22,,2025-12-21,2025-12-22,2026-12-21,ativo,Ativo,30,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
fefdfaaa-eefa-4d99-abb2-ab492f011580,,,2024-12-22,,2025-12-21,2025-12-22,2026-12-21,ativo,Ativo,10,20,20,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
ac847d63-5d21-43c7-b6e0-7e6bcd5a00d0,,,2024-12-22,,2025-12-21,2025-12-22,2026-12-21,ativo,Ativo,30,0,0,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
bcdaf946-fd22-4617-8455-3c01ebf7d469,,,2024-12-22,,2025-08-30,2025-12-22,2026-12-21,Não Ativo,Não Ativo,0,20,20,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
8f4553d0-9ca8-47ce-b728-05c6de66d8a8,,,2024-12-22,,,2025-12-22,2026-12-21,ativo,Ativo,30,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
ada3d233-9dcc-4ae0-9452-4a840c419674,,,2024-12-24,,2025-12-23,2025-12-24,2026-12-23,ativo,Ativo,11,19,19,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
c874fab2-41d1-40d6-ba05-b9a42c5b66c4,,,2024-12-26,,2025-12-25,2025-12-26,2026-12-25,ativo,Ativo,30,0,0,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
7cbee891-c24e-4008-8c1d-6ed35b664e40,,,2024-12-26,,2025-12-25,2025-12-26,2026-12-25,ativo,Ativo,30,0,0,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
417cc336-038a-4ea2-9023-e2ab96bbe8ad,,,2024-12-28,,2025-01-27,2025-12-28,2026-12-27,ativo,Ativo,30,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
8c4b4b45-7604-4789-bd66-c01f9d7ab421,,,2025-01-01,,2025-12-31,2026-01-01,2026-12-31,ativo,Ativo,12,9,18,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
e6706b60-c579-4d87-bdd8-270d0b6506c3,,,2024-04-19,,,2025-04-19,2026-04-18,ativo,Ativo,30,0,0,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
f7a996ee-cf6f-40d1-9f84-202dd488ba07,,,2024-04-05,,2024-04-04,2025-04-05,2026-04-04,ativo,Ativo,0,15,30,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
144762ba-ada8-40c5-991f-5b8337e4178d,,,2024-06-05,,,2025-06-05,2026-06-04,Não Ativo,Não Ativo,0,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
cdc28acf-6c3a-4e61-b63f-260668f82677,,,2024-12-28,,2025-12-27,2025-12-28,2026-12-27,ativo,Ativo,25,5,5,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
2314da0b-9e98-4960-bc4f-1fbe9f743e89,,,2024-12-28,,2025-12-27,2025-12-28,2026-12-27,Ativo,Ativo,0,0,30,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
91468955-a049-414b-a3bb-e09606119ece,,,2024-12-28,,2025-12-27,2025-12-28,2026-12-27,ativo,Ativo,30,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
0581f48e-1bac-4fc6-b8fb-743fd5dc4a21,,,2025-02-05,,,2026-02-05,2027-02-04,ativo,Ativo,30,0,0,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
75860a58-2663-4bf7-a15e-2257c6e6334d,,,2025-02-15,,,2026-02-15,2027-02-14,ativo,Ativo,30,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
bd6e3dbd-091b-46e8-bf8f-246d923e8d14,,,2025-01-07,,,2026-01-07,2027-01-06,Ativo,Ativo,0,0,30,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
42a02771-7deb-442e-baa2-4bbd1cff460d,,,2025-02-04,,,2026-02-04,2027-02-03,Ativo,Ativo,30,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
f020c905-b067-4071-8659-4298a28125c4,,,2025-02-18,,,2026-02-18,2027-02-17,Ativo,Ativo,30,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
ae0792df-9577-4469-8661-d287e75356b9,,,2025-03-05,,2026-03-04,2026-03-05,2027-03-04,ativo,Ativo,30,0,0,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
2d915b64-0e49-436d-bc31-d41ba5f02c5f,,,2025-03-17,,,2026-03-17,2027-03-16,ativo,Ativo,30,0,0,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
3bc9405c-3436-4026-ab21-5e49807068e6,,,2025-04-05,,,2026-04-05,2027-04-04,ativo,Futuro,30,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
848d08f9-ef72-4991-81f5-ba194ea96056,,,2024-01-01,2025-12-31,,2025-01-01,2025-12-31,ativo,Não Ativo,28,2,2,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
b30ec3e0-cfc9-4500-aaf4-9423646e6981,,,2025-05-06,,,2026-05-06,2027-05-05,ativo,Futuro,27,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
9f6559b9-8c47-41f9-9a04-1c2c0b6b37d4,,,2025-06-05,,,2026-06-05,2027-06-04,Não Ativo,Não Ativo,0,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
886b50f2-eeb3-4224-8eb1-f16979554512,,,2025-01-01,2025-12-31,2025-12-31,2026-01-01,2026-12-31,Ativo,Não Ativo,30,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
7a43104e-eb3c-4062-9ba2-1d0c731d84c1,,,2024-08-25,2024-12-31,2024-12-31,2025-08-25,2026-08-24,ativo,Não Ativo,7,3,3,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
f19e43fc-45e1-440b-a336-08acd9acd0f2,,,2025-01-01,2025-12-31,2025-12-31,2026-01-01,2026-12-31,ativo,Não Ativo,30,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
5d0e4eb2-58a9-4f62-9591-018af5afe987,,,2025-01-01,2025-12-31,2025-12-31,2026-01-01,2026-12-31,ativo,Não Ativo,0,18,30,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
0a4c5728-2f70-4701-884b-be8d49b94258,,,2024-01-01,2025-12-31,2025-12-31,2025-01-01,2025-12-31,ativo,Não Ativo,30,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
13d310a5-1ab1-4fb7-b8ef-f943e50f49dd,,,2025-01-01,,,2026-01-01,2026-12-31,ativo,Ativo,10,20,20,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
7f791176-d85f-457f-9715-d49b9089fe4d,,,2024-08-24,2024-12-31,2024-12-31,2025-08-24,2026-08-23,ativo,Não Ativo,8,2,2,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
63b7f1d8-654c-4cd9-83ee-4e5db4fb91d2,,,2025-01-01,2025-12-31,2025-12-31,2026-01-01,2026-12-31,ativo,Não Ativo,30,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
ce519414-d2cd-49d6-9f7e-29133237e60b,,,2024-01-01,2025-12-31,,2025-01-01,2025-12-31,ativo,Não Ativo,30,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
bded9a0e-93ea-44dd-b339-39fb32d11603,,,2024-12-03,2024-12-31,2024-12-31,2025-12-03,2026-12-02,ativo,Não Ativo,2,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
365097b3-e86e-4408-8afa-8c5af544b352,,,2024-01-01,2025-12-31,,2025-01-01,2025-12-31,ativo,Não Ativo,-1,31,31,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
02051e48-1290-4acf-beae-8488cbb393d2,,,2024-10-09,2024-12-31,2024-12-31,2025-10-09,2026-10-08,Ativo,Não Ativo,0,6,6,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
97028879-7621-4af1-83d5-1c7a1229258e,,,2025-01-01,2025-12-31,2025-12-31,2026-01-01,2026-12-31,ativo,Não Ativo,30,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
5a122070-c405-44cc-a974-cc5d1ed0fb00,,,2025-01-01,2025-12-31,2025-12-31,2026-01-01,2026-12-31,ativo,Não Ativo,30,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
7371c96a-21e5-484f-bf3a-fa485507adf3,,,2025-06-09,2025-12-31,2025-12-31,2026-06-09,2027-06-08,Não Ativo,Não Ativo,5,12,12,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
4bdb1862-4919-4f62-932b-d23d5bd0652c,,,2025-06-09,2025-12-31,2025-12-31,2026-06-09,2027-06-08,Não Ativo,Não Ativo,12,5,5,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
c95ba07c-4c06-4551-8e49-4fad178bf21e,,,2025-05-12,2025-12-31,2025-12-31,2026-05-12,2027-05-11,Não Ativo,Não Ativo,14,5,5,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
6f27a343-77a3-4f40-8461-fc68c4194d30,,,2025-05-26,2025-12-31,2025-12-31,2026-05-26,2027-05-25,Não Ativo,Não Ativo,6,12,12,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
32ff3fc2-933c-4f6b-b38b-35929052e9cc,,,2025-05-19,2025-12-31,2025-12-31,2026-05-19,2027-05-18,ativo,Não Ativo,18,0,0,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
1cc3ed33-2dff-4925-8457-0f2b6c3a4bb7,,,2025-04-14,2025-12-31,2025-12-31,2026-04-14,2027-04-13,Não Ativo,Não Ativo,9,12,12,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
b1b48204-dce9-47b5-88e3-566204445fab,,,2025-07-21,2025-12-31,2025-12-31,2026-07-21,2027-07-20,Não Ativo,Não Ativo,8,0,5,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
49e4b203-7ad2-4818-acde-dcff5d7df193,,,2025-08-22,,,2026-08-22,2027-08-21,ativo,Futuro,18,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
ef60dedc-7827-456b-aa8a-8e4b8cb546ce,,,2025-08-24,,,2026-08-24,2027-08-23,ativo,Futuro,18,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
d9efcf86-da24-4e0a-9866-cc5719b07c85,,,2025-09-01,2025-12-31,2025-12-31,2026-09-01,2027-08-31,Não Ativo,Não Ativo,2,8,8,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
aaf2dce6-e9dd-4ed1-94ed-912cf8fdd050,,,2025-09-06,,,2026-09-06,2027-09-05,ativo,Futuro,17,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
34149e10-0853-4fe7-91ac-6e216964f114,,,2024-10-08,,,2025-10-08,2026-10-07,ativo,Ativo,20,10,10,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
213ef632-eb23-4492-a61b-dbe9ce65357f,,,2025-09-10,,,2026-09-10,2027-09-09,ativo,Futuro,16,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
409645f2-5c20-4781-90d3-ae99ffe2d344,,,2025-08-19,2025-12-31,2025-12-31,2026-08-19,2027-08-18,Não Ativo,Não Ativo,1,10,10,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
17712d39-7b16-4cf7-b284-9318ff0f3b61,,,2025-10-01,2025-12-31,2025-12-31,2026-10-01,2027-09-30,ativo,Não Ativo,0,0,7,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
56c64868-18e4-4b88-b7ee-490af5a60742,,,2025-09-02,2025-12-31,2025-12-31,2026-09-02,2027-09-01,Não Ativo,Não Ativo,10,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
0a2f26a5-88b9-4394-b0c5-bcf6f6e440a0,,,2025-08-12,2025-12-31,2025-12-31,2026-08-12,2027-08-11,ativo,Não Ativo,11,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
0c4c9a6b-42b9-4bee-8495-ef608c576e65,,,2025-10-08,,,2026-10-08,2027-10-07,ativo,Futuro,14,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
bf7db32c-2d80-4ecb-add6-d1fc201a9bf2,,,2025-10-14,,,2026-10-14,2027-10-13,ativo,Futuro,14,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
047cbb3e-3d40-4fe4-8f1b-daab3671176e,,,2025-11-10,,,2026-11-10,2027-11-09,ativo,Futuro,11,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
e7b70a5b-44a8-4c77-8dd0-a7bfc459dd48,,,2025-11-11,2025-12-31,2025-12-31,2026-11-11,2027-11-10,Não Ativo,Não Ativo,-1,0,5,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
9a334782-6349-4f55-80b3-8ca0000fa3bf,,,2025-11-24,,,2026-11-24,2027-11-23,ativo,Futuro,10,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
5f91332e-4d72-492a-a325-2834269a6fdc,,,2025-11-24,,,2026-11-24,2027-11-23,ativo,Futuro,10,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
dbf13b33-54ee-4baf-8b71-3efaa272a2c9,,,2025-09-09,2025-12-31,2025-12-31,2026-09-09,2027-09-08,Não Ativo,Não Ativo,9,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
a3b1ca92-e2ad-4e27-9cb6-bd72cc193dda,,,2025-10-27,2025-12-31,2025-12-31,2026-10-27,2027-10-26,Não Ativo,Não Ativo,3,2,2,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
69bfe7fd-1d42-4405-b76d-64814c20f582,,,2025-09-09,2025-12-31,2025-12-31,2026-09-09,2027-09-08,ativo,Não Ativo,9,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
2f745d7a-dc84-47d2-aa98-54fbdf01f2fb,,,2025-12-04,,,2026-12-04,2027-12-03,ativo,Futuro,9,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
de48d06b-aa10-4731-8b37-13fc4cfa8b1d,,,2025-12-07,,,2026-12-07,2027-12-06,ativo,Futuro,9,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
3300e199-7131-4c19-b2d5-d2c91443c934,,,2025-01-01,2026-12-31,,2026-01-01,2026-12-31,ativo,Ativo,1,0,29,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
b7eaa3cb-1c58-4b46-b379-31e36f7086cf,,,2025-11-11,2025-12-31,2025-12-31,2026-11-11,2027-11-10,Não Ativo,Não Ativo,3,0,1,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
f689b178-b8dc-4c73-b00b-53470f9612ba,,,2025-12-22,,,2026-12-22,2027-12-21,ativo,Futuro,8,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
e0d3e82d-f02c-4930-aeca-796d7ac4aa66,,,2025-12-22,,,2026-12-22,2027-12-21,ativo,Futuro,8,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
fa892374-1947-49df-a346-5d465be5f9c8,,,2025-12-22,,,2026-12-22,2027-12-21,ativo,Futuro,8,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
e403e9a4-89aa-4a42-9c23-5dfcf8a4933f,,,2025-12-22,,,2026-12-22,2027-12-21,ativo,Futuro,8,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
e3bc479a-f65f-43ba-b323-de63400bb739,,,2025-12-22,,,2026-12-22,2027-12-21,ativo,Futuro,8,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
63208c45-9a0f-4bab-a560-fae1aed5b09d,,,2025-12-22,,,2026-12-22,2027-12-21,ativo,Futuro,8,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
2157e708-4a6d-415f-af7e-63ebe9d1958f,,,2025-12-22,,,2026-12-22,2027-12-21,ativo,Futuro,8,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
c6de7e0f-4c8d-4872-8791-1c9f81ffecd9,,,2025-12-22,,,2026-12-22,2027-12-21,ativo,Futuro,8,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
9a738512-6202-4e40-9b32-7175578c8dd0,,,2026-01-01,,2026-01-30,2027-01-01,2027-12-31,ativo,Não Ativo,2,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
8d309447-5993-4676-8e8a-4500e5c86645,,,2025-12-22,,,2026-12-22,2027-12-21,ativo,Futuro,8,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
0646c3ba-d3dd-4973-a8a7-662bea6c4ba0,,,2025-12-24,,,2026-12-24,2027-12-23,ativo,Futuro,8,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
ffc1ad5e-51b0-49e7-a8af-f7b33965faf9,,,2025-12-28,,,2026-12-28,2027-12-27,ativo,Futuro,7,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
b778f970-033a-47ab-8cb8-f54105a08a12,,,2025-12-28,,,2026-12-28,2027-12-27,ativo,Futuro,7,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
78290e1d-5e12-40ec-bf88-514a2e848388,,,2025-12-28,,,2026-12-28,2027-12-27,ativo,Futuro,7,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
c566bcbb-dfb1-49d8-a1fb-b721b8977658,,,2025-12-28,,,2026-12-28,2027-12-27,ativo,Futuro,7,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
6d8d16fb-6c11-4906-8ab8-7165fc9d67cf,,,2026-01-01,,2026-12-31,2027-01-01,2027-12-31,ativo,Futuro,2,0,5,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
5b1185fa-1927-414c-887c-8d9a5c338531,,,2026-01-01,2026-12-31,2026-12-31,2027-01-01,2027-12-31,ativo,Não Ativo,30,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
177077e3-0345-4800-bb78-41c01b39d2e7,,,2026-01-07,,,2027-01-07,2028-01-06,ativo,Futuro,6,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
98522b66-3280-4c16-94f4-b3a7b70228dc,,,2026-01-01,2026-12-31,2026-12-31,2027-01-01,2027-12-31,Não Ativo,Não Ativo,30,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
33f79b7b-84e6-4f32-ac77-46305ba24982,,,2026-02-04,,,2027-02-04,2028-02-03,ativo,Futuro,4,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
55c2632d-497d-47d8-860b-8ec454b3160f,,,2026-02-15,,,2027-02-15,2028-02-14,ativo,Futuro,3,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
b7e21cbd-6c1a-415b-a57b-18e65b214383,,,2026-02-18,,,2027-02-18,2028-02-17,ativo,Futuro,3,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
d1ea80a2-7f14-4f28-bfde-08560305232d,,,2026-01-01,2026-12-31,2026-12-31,2027-01-01,2027-12-31,ativo,Não Ativo,25,0,5,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
43075f0b-8d04-44e8-a0f1-3ef8371ec1d8,,,2026-01-01,2026-12-31,2026-12-31,2027-01-01,2027-12-31,ativo,Não Ativo,30,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
91a97050-6ad1-4a2f-8836-26d2da30739f,,,2026-01-01,2026-12-31,2026-12-31,2027-01-01,2027-12-31,ativo,Não Ativo,30,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
82f5361f-935a-44b4-9e35-37d3e17316f8,,,2026-01-01,,2026-12-31,2027-01-01,2027-12-31,ativo,Não Ativo,2,0,28,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
b2987a0f-af3d-4660-8280-fc59a3b5164c,,,2026-01-01,2026-12-31,2026-12-31,2027-01-01,2027-12-31,ativo,Não Ativo,-2,2,32,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
da81a53b-3cda-4432-8cdc-829df8fe47fd,,,2026-01-01,,2026-12-31,2027-01-01,2027-12-31,ativo,Não Ativo,30,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
326b61ab-dd35-4ba3-8757-1a6daf5c0fd2,,,2026-01-01,2026-12-31,2026-12-31,2027-01-01,2027-12-31,ativo,Não Ativo,30,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
f404ba35-c7e7-4407-a129-1a92feb0e940,,,2026-01-01,2026-12-31,2026-12-31,2027-01-01,2027-12-31,ativo,Não Ativo,30,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
28c0a5cc-4a15-40e3-85f9-ac38d930bc64,,,2026-01-01,2026-12-31,2026-12-31,2027-01-01,2027-12-31,ativo,Não Ativo,30,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
f0511d61-3ee4-4eb3-b732-c53f6a7eddab,,,2026-01-01,2026-12-31,2026-12-31,2027-01-01,2027-12-31,ativo,Não Ativo,-2,0,32,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
